usn,name,department,semester,attendance,internal_marks,assignment_score,quiz_score,lab_marks,semester_marks,study_hours
1RV21CE2032,Pramod Yadav,CE,2,75.81,31.4,28.5,39.41,44.77,121.83,0.2
1RV21CE2033,Pramod Shetty,CE,2,61.07,35.81,17.73,31.43,19.44,127.31,3.69
1RV21CE2034,Sachin Menon,CE,2,84.93,41.04,38.12,17.95,43.82,125.03,4.09
1RV21CE2035,Akash Raju,CE,2,99.5,43.33,40.64,32.84,28.99,146.83,2.11
1RV21CE2036,Anjali Yadav,CE,2,74.86,31.78,24.46,30.19,30.29,102.25,4.28
1RV21CE2037,Srinivas Mehra,CE,2,68.78,21.38,23.04,21.02,31.47,96.86,5.04
1RV21CE2038,Vishal Verma,CE,2,95.39,50.0,23.81,31.13,23.22,186.97,2.79
1RV21CE2039,Bhavya Bhat,CE,2,94.83,40.54,34.17,30.36,25.85,160.54,2.14
1RV21CE2040,Kiran Kulkarni,CE,2,76.58,36.53,28.33,46.68,29.91,139.75,0.23
1RV21CE2041,Vishal Patel,CE,2,50.34,22.16,22.75,32.71,19.33,75.16,0.39
1RV21CE2042,Rohan Kulkarni,CE,2,59.43,29.11,27.28,32.88,18.17,89.38,6.75
1RV21CE2043,Girish Yadav,CE,2,79.14,41.87,22.27,31.41,25.83,117.19,3.4
1RV21CE2044,Rohan Kulkarni,CE,2,99.5,47.35,38.0,18.9,38.3,178.96,4.16
1RV21CE2045,Rakesh Menon,CE,2,90.2,40.22,42.61,31.61,36.75,116.26,1.15
1RV21CE2046,Priya Gowda,CE,2,72.18,18.38,20.21,31.59,21.12,95.79,0.2
1RV21CE2047,Divya Kapoor,CE,2,92.83,36.64,47.68,28.19,33.03,120.14,3.17
1RV21CE2048,Mahesh Deshpande,CE,2,90.44,47.43,37.4,21.79,41.31,146.32,0.38
1RV21CE2049,Chetan Reddy,CE,2,58.77,31.47,23.91,21.33,39.93,105.91,5.57
1RV21CE2050,Vinay Acharya,CE,2,99.5,34.27,28.06,35.27,47.9,163.54,1.78
1RV21CE2051,Uday Hegde,CE,2,74.82,37.34,29.34,33.73,10.83,119.05,4.41
1RV21CE2052,Deepika Gowda,CE,2,73.3,31.21,38.69,29.94,38.11,108.25,5.29
1RV21CE2053,Harish Gupta,CE,2,82.6,35.27,27.66,33.72,39.8,117.52,4.38
1RV21CE2054,Darshan Yadav,CE,2,55.93,22.8,38.43,22.98,35.61,66.03,5.75
1RV21CE2055,Divya Nair,CE,2,47.37,24.25,25.07,28.32,37.37,118.44,3.4
1RV21CE2056,Swathi Raju,CE,2,54.07,33.23,50.0,32.2,23.91,105.66,4.38
1RV21CE2057,Hari Reddy,CE,2,99.5,43.32,15.01,41.73,18.72,182.0,4.49
1RV21CE2058,Sachin Gupta,CE,2,54.56,29.62,30.99,22.22,24.98,62.69,4.29
1RV21CE2059,Prasad Acharya,CE,2,99.5,46.1,31.6,30.35,27.09,157.94,3.0
1RV21CE2060,Yashwanth Yadav,CE,2,71.96,39.08,20.05,21.12,38.72,133.4,4.43
1RV21CE2061,Ramesh Hegde,CE,2,69.34,21.34,39.56,49.56,36.14,96.95,1.96
1RV21CE2062,Keerthana Desai,CE,2,71.24,31.89,29.33,31.61,32.35,89.5,4.04
1RV21CE2063,Suresh Raju,CE,2,87.77,40.4,21.06,21.21,32.85,142.64,4.13
1RV21CE2064,Priya Joshi,CE,2,66.24,37.76,28.82,8.76,41.78,94.73,4.8
1RV21CE2065,Aarav Patel,CE,2,32.84,21.41,30.62,38.7,10.14,60.17,3.1
1RV21CE2066,Murali Kapoor,CE,2,63.94,31.78,37.64,47.01,47.65,109.87,4.24
1RV21CE2067,Meera Prasad,CE,2,65.99,39.22,31.01,37.36,31.05,112.44,3.01
1RV21CE2068,Vishal Dubey,CE,2,51.57,8.36,27.86,26.53,50.0,47.82,5.04
1RV21CE2069,Suresh Saxena,CE,2,68.01,20.14,30.77,9.27,21.18,68.43,3.8
1RV21CE2070,Karthik Singh,CE,2,70.61,35.5,38.51,17.62,27.47,108.62,5.61
1RV21CE2071,Uday Prasad,CE,2,59.04,29.9,21.91,19.46,37.38,110.41,3.97
1RV21CE2072,Chandana Nair,CE,2,30.42,18.29,49.13,15.16,32.9,50.28,1.21
1RV21CE2073,Chandana Dubey,CE,2,68.46,42.4,28.97,30.11,28.14,131.08,6.85
1RV21CE2074,Riya Mehra,CE,2,65.72,30.28,25.95,22.05,40.08,73.43,2.1
1RV21CE2075,Pavan Nair,CE,2,36.72,29.43,37.58,28.93,35.42,78.92,6.41
1RV21CE2076,Gayathri Dubey,CE,2,74.07,31.15,27.6,37.55,23.53,118.16,1.88
1RV21CE2077,Ishita Dubey,CE,2,76.29,37.76,24.99,14.85,36.08,119.97,6.09
1RV21CE2078,Sharath Aggarwal,CE,2,58.94,25.05,34.09,50.0,39.18,80.35,4.54
1RV21CE2079,Ramesh Raju,CE,2,86.88,34.23,46.48,48.59,38.85,127.61,2.04
1RV21CE2080,Pramod Bansal,CE,2,65.66,33.01,30.12,23.82,34.68,123.63,0.75
1RV21CE2081,Bhavya Prasad,CE,2,76.87,26.48,25.92,33.56,33.74,101.13,4.91
1RV21CE2082,Anand Joshi,CE,2,67.7,30.5,17.87,25.5,26.6,116.15,4.63
1RV21CE2083,Rashmita Sharma,CE,2,56.75,22.35,14.01,26.13,26.67,79.43,0.4
1RV21CE2084,Sharath Aggarwal,CE,2,83.65,35.08,32.08,50.0,29.4,120.86,4.7
1RV21CE2085,Siddharth Murthy,CE,2,78.26,31.47,23.64,20.71,38.94,137.46,4.88
1RV21CE2086,Naveen Gupta,CE,2,55.44,24.85,30.38,25.81,9.34,97.34,2.5
1RV21CE2087,Murali Shastri,CE,2,48.38,28.97,36.37,22.32,30.83,82.08,3.48
1RV21CE2088,Ashwin Desai,CE,2,92.43,42.84,30.56,45.03,41.67,148.94,5.6
1RV21CE2089,Vishal Shastri,CE,2,66.74,28.93,34.03,12.05,16.08,94.27,1.95
1RV21CE2090,Abhishek Kumar,CE,2,86.32,31.78,23.03,36.39,10.49,115.68,3.09
1RV21CE2091,Nandini Menon,CE,2,46.22,19.63,16.39,16.73,31.49,69.8,2.33
1RV21CE2092,Hari Kapoor,CE,2,55.52,28.51,28.91,13.0,41.68,96.77,1.59
1RV21CE2093,Arjun Yadav,CE,2,67.37,31.04,35.3,27.33,46.22,96.6,3.04
1RV21CE2094,Rajesh Iyer,CE,2,36.28,22.99,22.65,37.2,30.88,70.32,3.69
1RV21CE2095,Hari Desai,CE,2,72.24,29.76,12.38,21.11,23.18,90.08,3.57
1RV21CE2096,Nikhil Mishra,CE,2,39.64,25.23,23.94,15.57,22.14,86.8,2.39
1RV21CE2097,Manish Naik,CE,2,77.72,33.86,19.41,37.54,22.32,101.98,4.55
1RV21CE2098,Mohan Iyer,CE,2,99.5,39.48,40.17,24.82,36.05,146.98,3.78
1RV21CE2099,Kavya Saxena,CE,2,63.06,36.69,25.75,21.81,26.76,114.76,2.97
1RV21CE2100,Divya Rao,CE,2,66.15,27.98,9.45,17.84,16.95,110.98,4.8
1RV21CE3001,Gayathri Prasad,CE,3,82.91,40.41,40.18,14.15,43.5,115.76,0.2
1RV21CE3002,Rashmita Gupta,CE,3,39.72,19.28,32.02,13.41,28.03,63.78,5.58
1RV21CE3003,Sanjana Singh,CE,3,84.73,32.09,33.11,23.29,25.26,156.13,4.79
1RV21CE3004,Darshan Raju,CE,3,54.86,6.03,18.58,31.51,37.4,33.93,3.29
1RV21CE3005,Uday Murthy,CE,3,70.43,22.25,48.92,26.75,31.26,105.13,6.92
1RV21CE3006,Swathi Malhotra,CE,3,46.14,13.73,50.0,43.48,45.35,70.4,3.38
1RV21CE3007,Santhosh Saxena,CE,3,99.5,50.0,33.54,16.21,24.28,165.68,4.36
1RV21CE3008,Deepika Mehra,CE,3,48.07,25.67,24.58,26.49,49.01,68.58,3.98
1RV21CE3009,Vishal Shastri,CE,3,99.5,49.67,41.8,30.66,20.78,137.2,0.71
1RV21CE3010,Priya Iyer,CE,3,75.12,42.05,37.36,5.0,22.73,129.87,0.68
1RV21CE3011,Mohan Shastri,CE,3,58.79,13.82,37.94,28.34,21.31,72.44,2.76
1RV21CE3012,Tejas Chauhan,CE,3,56.65,29.99,29.15,12.88,28.65,97.28,3.69
1RV21CE3013,Pramod Patil,CE,3,67.0,24.96,50.0,49.68,23.65,82.03,3.14
1RV21CE3014,Bhavya Bansal,CE,3,41.99,24.39,5.0,30.38,30.11,99.82,2.24
1RV21CE3015,Akshata Rao,CE,3,86.19,40.57,26.39,13.06,34.98,123.02,0.2
1RV21CE3016,Varun Naik,CE,3,76.59,32.4,36.79,21.41,34.91,124.56,4.25
1RV21CE3017,Anjali Gupta,CE,3,55.57,33.42,40.55,34.91,37.77,110.63,3.96
1RV21CE3018,Srinivas Patil,CE,3,66.61,29.21,26.91,50.0,32.28,115.69,3.63
1RV21CE3019,Manish Reddy,CE,3,78.21,26.98,28.32,31.95,38.0,123.74,1.27
1RV21CE3020,Deepika Naik,CE,3,71.25,41.13,15.11,17.36,25.11,147.24,1.72
1RV21CE3021,Nikhil Chauhan,CE,3,90.76,47.69,33.76,29.59,9.96,145.0,6.54
1RV21CE3022,Manish Kamath,CE,3,59.11,34.78,40.5,23.38,29.08,116.99,4.19
1RV21CE3023,Mahesh Aggarwal,CE,3,99.5,35.01,42.36,22.99,24.49,144.23,5.2
1RV21CE3024,Chandana Singh,CE,3,86.29,34.25,36.53,31.93,26.7,112.62,4.46
1RV21CE3025,Manoj Saxena,CE,3,88.74,42.29,26.45,20.72,20.4,138.47,1.73
1RV21CE3026,Sharath Pillai,CE,3,67.41,29.94,36.28,29.78,24.53,93.62,2.19
1RV21CE3027,Abhishek Rao,CE,3,50.11,24.96,26.0,40.4,23.91,95.31,3.84
1RV21CE3028,Amit Dubey,CE,3,56.57,28.69,25.37,48.66,42.09,95.06,1.16
1RV21CE3029,Nikhil Acharya,CE,3,69.5,23.92,39.12,31.73,40.79,129.37,6.68
1RV21CE3030,Chetan Chauhan,CE,3,81.88,31.94,30.06,17.26,42.12,122.8,3.06
1RV21CE3031,Varun Gupta,CE,3,69.36,29.01,32.96,36.17,30.99,101.58,4.58
1RV21CE3032,Neha Kamath,CE,3,65.25,34.28,31.22,37.08,16.36,155.74,2.98
1RV21CE3033,Ishita Menon,CE,3,86.86,34.39,38.53,41.34,26.98,116.87,5.9
1RV21CE3034,Manish Yadav,CE,3,58.23,35.51,25.66,38.67,27.24,137.84,3.72
1RV21CE3035,Abhishek Bhat,CE,3,77.41,30.84,32.4,20.73,45.79,113.63,6.47
1RV21CE3036,Aditya Gupta,CE,3,78.98,37.31,33.11,39.54,45.39,143.02,4.41
1RV21CE3037,Tanmay Desai,CE,3,98.4,38.81,28.23,20.53,27.98,169.39,3.28
1RV21CE3038,Akash Pillai,CE,3,99.5,49.09,27.08,23.26,32.06,178.75,3.44
1RV21CE3039,Pooja Joshi,CE,3,75.56,44.7,37.79,46.09,34.32,128.27,2.05
1RV21CE3040,Suresh Swamy,CE,3,58.19,25.94,29.34,46.16,25.78,94.65,4.65
1RV21CE3041,Swathi Kumar,CE,3,31.18,11.79,17.69,50.0,39.37,39.72,4.29
1RV21CE3042,Akash Murthy,CE,3,95.64,43.32,37.81,35.46,34.23,155.55,5.98
1RV21CE3043,Darshan Reddy,CE,3,75.71,31.85,31.33,42.49,27.31,110.21,4.1
1RV21CE3044,Priya Raju,CE,3,69.63,30.25,30.79,25.74,17.8,104.45,3.95
1RV21CE3045,Pooja Gupta,CE,3,72.49,32.39,40.24,32.91,15.8,100.19,3.54
1RV21CE3046,Sharath Gowda,CE,3,66.2,41.27,33.31,14.84,33.73,109.04,5.3
1RV21CE3047,Ajay Swamy,CE,3,82.21,33.41,23.43,29.49,44.71,117.49,0.2
1RV21CE3048,Hari Malhotra,CE,3,76.04,36.72,26.11,24.91,46.19,137.54,3.09
1RV21CE3049,Rajesh Shetty,CE,3,68.5,31.88,32.9,23.23,18.27,114.74,2.25
1RV21CE3050,Anand Kulkarni,CE,3,67.67,33.69,23.13,39.74,28.64,90.78,4.95
1RV21CE3051,Darshan Murthy,CE,3,55.08,27.52,28.29,23.93,25.36,89.98,2.96
1RV21CE3052,Basavaraj Menon,CE,3,48.31,30.04,23.61,29.99,22.82,86.64,2.52
1RV21CE3053,Suresh Verma,CE,3,91.3,44.46,25.12,48.78,33.94,126.98,4.7
1RV21CE3054,Shiva Shetty,CE,3,74.96,25.65,11.17,5.04,40.96,110.36,3.68
1RV21CE3055,Tejas Nair,CE,3,66.65,40.15,25.63,26.52,19.19,139.43,4.1
1RV21CE3056,Jagadish Singh,CE,3,88.54,40.13,27.1,37.71,28.71,156.23,2.49
1RV21CE3057,Karthik Naik,CE,3,72.75,29.99,50.0,30.19,48.65,117.18,2.0
1RV21CE3058,Anjali Hegde,CE,3,99.5,46.79,28.76,43.07,37.07,144.27,7.08
1RV21CE3059,Girish Verma,CE,3,65.1,32.95,25.09,47.71,41.96,135.05,3.97
1RV21CE3060,Basavaraj Raju,CE,3,78.73,38.7,41.63,5.0,36.89,116.69,0.2
1RV21CE3061,Neha Hegde,CE,3,77.85,32.78,50.0,34.55,21.9,119.17,3.76
1RV21CE3062,Jyothi Swamy,CE,3,47.23,20.26,27.78,50.0,17.25,91.18,2.73
1RV21CE3063,Chandana Rao,CE,3,76.14,32.17,36.59,35.97,27.98,119.31,6.68
1RV21CE3064,Anjali Acharya,CE,3,69.58,28.55,48.12,31.35,23.8,120.28,3.28
1RV21CE3065,Basavaraj Saxena,CE,3,61.48,30.32,34.88,23.22,29.94,119.39,5.3
1RV21CE3066,Tanmay Patil,CE,3,60.48,22.66,18.47,25.98,50.0,79.35,4.73
1RV21CE3067,Hari Rao,CE,3,68.74,32.37,46.86,10.9,43.73,111.3,3.11
1RV21CE3068,Kiran Murthy,CE,3,82.36,28.76,40.95,27.64,40.66,98.89,5.1
1RV21CE3069,Bharath Raju,CE,3,68.46,27.88,26.57,36.05,34.57,112.26,5.2
1RV21CE3070,Ananya Acharya,CE,3,80.84,43.52,14.74,34.71,32.68,140.39,2.16
1RV21CE3071,Nikhil Menon,CE,3,92.52,42.48,31.35,33.69,44.83,155.44,3.36
1RV21CE3072,Basavaraj Gowda,CE,3,54.62,30.79,42.66,37.44,24.77,116.79,1.24
1RV21CE3073,Pooja Aggarwal,CE,3,91.24,45.43,36.16,46.3,35.45,152.82,3.65
1RV21CE3074,Ishita Yadav,CE,3,70.53,34.01,32.26,23.22,41.99,104.51,3.68
1RV21CE3075,Murali Bansal,CE,3,65.5,23.43,29.45,14.37,38.24,77.72,2.77
1RV21CE3076,Anjali Desai,CE,3,70.65,36.36,40.82,45.82,29.62,117.37,2.82
1RV21CE3077,Varun Acharya,CE,3,71.51,27.72,16.0,41.86,29.32,117.15,2.7
1RV21CE3078,Rajesh Iyer,CE,3,61.24,27.76,18.75,12.74,12.47,96.0,6.52
1RV21CE3079,Priya Patil,CE,3,86.27,39.31,29.51,13.79,33.52,128.8,3.76
1RV21CE3080,Vivek Rao,CE,3,42.55,17.6,46.62,43.62,24.87,34.81,0.7
1RV21CE3081,Tejas Desai,CE,3,68.74,25.85,19.53,44.62,26.78,106.16,1.24
1RV21CE3082,Kavya Gupta,CE,3,72.55,30.88,29.46,21.59,40.03,76.27,4.47
1RV21CE3083,Anand Tiwari,CE,3,84.65,31.7,40.39,43.74,15.44,142.34,5.72
1RV21CE3084,Abhishek Hegde,CE,3,48.34,23.11,31.99,33.16,19.19,88.6,5.63
1RV21CE3085,Varun Yadav,CE,3,85.84,40.4,36.34,37.07,40.9,138.34,2.02
1RV21CE3086,Shiva Bhat,CE,3,99.5,42.79,42.43,27.07,22.55,157.65,3.15
1RV21CE3087,Amit Iyer,CE,3,77.5,33.59,25.94,40.21,30.39,128.33,6.54
1RV21CE3088,Ashwin Mishra,CE,3,59.68,33.02,31.7,37.43,42.66,99.46,1.76
1RV21CE3089,Riya Bansal,CE,3,81.07,38.92,28.13,9.29,37.68,119.62,4.14
1RV21CE3090,Girish Menon,CE,3,69.8,27.86,34.42,25.3,37.82,110.6,2.38
1RV21CE3091,Kiran Bhat,CE,3,48.78,21.41,27.79,35.31,37.53,85.56,0.28
1RV21CE3092,Ishita Saxena,CE,3,35.51,10.93,19.38,29.08,43.59,57.22,2.51
1RV21CE3093,Meera Murthy,CE,3,71.03,23.47,41.14,35.25,16.86,74.58,4.87
1RV21CE3094,Girish Murthy,CE,3,67.33,32.39,13.56,28.0,36.93,112.19,2.99
1RV21CE3095,Bhavya Gupta,CE,3,60.26,24.13,36.2,17.74,36.36,97.93,1.27
1RV21CE3096,Yogesh Malhotra,CE,3,99.5,45.2,48.35,38.45,50.0,144.18,2.58
1RV21CE3097,Amit Pillai,CE,3,49.91,23.42,31.11,39.68,26.62,52.83,3.14
1RV21CE3098,Naveen Reddy,CE,3,82.61,44.4,33.59,19.71,36.09,149.99,0.2
1RV21CE3099,Girish Murthy,CE,3,48.28,21.16,31.25,23.75,30.93,87.21,2.96
1RV21CE3100,Deepak Saxena,CE,3,51.96,35.56,49.07,44.75,44.71,92.68,2.94
1RV21CE4001,Swathi Murthy,CE,4,46.9,19.8,24.92,20.22,24.08,94.02,4.93
1RV21CE4002,Tejas Kapoor,CE,4,74.16,38.92,33.93,26.04,17.97,89.03,3.59
1RV21CE4003,Vikram Hegde,CE,4,79.61,36.01,30.01,24.3,26.59,131.63,4.94
1RV21CE4004,Priya Mishra,CE,4,79.06,31.93,33.1,12.2,39.97,105.85,1.37
1RV21CE4005,Divya Yadav,CE,4,62.55,28.84,37.6,24.48,32.87,117.74,2.95
1RV21CE4006,Sanjana Verma,CE,4,68.9,34.18,32.85,29.69,37.15,122.84,1.96
1RV21CE4007,Rashmita Murthy,CE,4,72.0,22.27,47.91,31.26,18.62,89.83,2.76
1RV21CE4008,Siddharth Pillai,CE,4,49.5,19.85,27.34,27.86,31.46,64.5,1.23
1RV21CE4009,Keerthana Chauhan,CE,4,79.66,31.74,33.87,42.26,44.8,99.69,3.05
1RV21CE4010,Rakesh Murthy,CE,4,93.5,40.89,36.66,21.26,26.92,133.46,4.74
1RV21CE4011,Riya Kamath,CE,4,52.35,26.27,45.62,25.69,32.76,74.88,4.85
1RV21CE4012,Pooja Yadav,CE,4,82.59,37.31,43.36,28.64,14.98,110.82,0.2
1RV21CE4013,Sachin Menon,CE,4,45.67,23.94,33.66,50.0,35.49,67.56,3.78
1RV21CE4014,Varun Deshpande,CE,4,71.42,34.93,50.0,21.51,37.16,133.97,3.26
1RV21CE4015,Tanmay Mishra,CE,4,46.93,23.43,35.14,13.33,35.35,73.72,3.53
1RV21CE4016,Arjun Aggarwal,CE,4,71.26,31.8,31.46,28.99,32.04,84.55,4.48
1RV21CE4017,Deepak Naik,CE,4,82.83,36.37,34.81,39.75,34.55,119.26,3.17
1RV21CE4018,Karthik Joshi,CE,4,72.9,30.01,38.39,49.81,24.01,107.93,2.34
1RV21CE4019,Arjun Verma,CE,4,75.01,34.86,29.26,17.03,42.49,100.6,3.44
1RV21CE4020,Tejas Verma,CE,4,74.8,40.67,36.94,31.38,40.85,124.26,3.84
1RV21CE4021,Chetan Tiwari,CE,4,29.78,24.85,28.34,27.47,46.23,78.48,3.22
1RV21CE4022,Manoj Pillai,CE,4,85.36,36.3,28.89,25.93,50.0,126.37,5.45
1RV21CE4023,Aarav Kumar,CE,4,94.95,31.1,8.35,39.72,25.49,120.95,3.82
1RV21CE4024,Jyothi Rao,CE,4,66.44,23.85,24.62,22.52,32.93,80.71,2.04
1RV21CE4025,Shiva Malhotra,CE,4,88.88,44.86,27.47,34.58,23.76,153.79,2.64
1RV21CE4026,Murali Malhotra,CE,4,83.25,22.33,44.96,36.2,35.55,117.74,6.62
1RV21CE4027,Jagadish Swamy,CE,4,71.83,19.21,32.52,31.79,14.18,81.33,1.78
1RV21CE4028,Sharath Shetty,CE,4,53.79,29.48,20.49,48.3,29.73,99.05,1.89
1RV21CE4029,Ashwin Joshi,CE,4,93.52,38.28,18.01,27.23,31.66,152.63,6.26
1RV21CE4030,Akshata Mishra,CE,4,60.52,34.41,41.88,33.03,21.14,88.8,5.11
1RV21CE4031,Akash Gupta,CE,4,44.48,16.92,19.68,5.0,33.96,82.84,5.05
1RV21CE4032,Kavya Sharma,CE,4,93.98,50.0,14.59,32.97,21.99,177.35,2.1
1RV21CE4033,Manish Singh,CE,4,71.56,25.95,34.61,44.17,37.59,92.91,5.0
1RV21CE4034,Shreya Nair,CE,4,72.53,35.63,17.66,40.02,36.04,142.27,6.45
1RV21CE4035,Anand Sharma,CE,4,66.1,24.34,25.79,33.88,21.18,98.03,1.04
1RV21CE4036,Siddharth Mishra,CE,4,74.36,39.02,29.31,23.97,37.56,97.2,4.03
1RV21CE4037,Santhosh Naik,CE,4,49.83,27.17,48.86,10.7,20.42,40.74,0.2
1RV21CE4038,Divya Verma,CE,4,99.5,40.79,35.39,29.6,48.95,137.76,2.91
1RV21CE4039,Abhishek Deshpande,CE,4,73.8,49.06,39.41,31.03,35.0,114.37,3.89
1RV21CE4040,Vivek Kulkarni,CE,4,89.1,29.69,22.69,41.86,33.89,122.45,3.98
1RV21CE4041,Prasad Kapoor,CE,4,39.74,28.73,29.2,26.14,20.04,70.4,0.2
1RV21CE4042,Naveen Shetty,CE,4,73.17,39.49,34.36,13.98,38.09,129.76,3.36
1RV21CE4043,Manoj Mishra,CE,4,71.11,36.83,30.5,12.99,35.89,130.39,3.09
1RV21CE4044,Vinay Mishra,CE,4,83.12,35.96,41.75,21.62,13.11,129.39,4.09
1RV21CE4045,Yogesh Kapoor,CE,4,91.84,39.19,33.92,17.79,27.03,103.54,1.97
1RV21CE4046,Ashwin Verma,CE,4,87.6,42.94,33.24,27.78,28.8,165.69,5.42
1RV21CE4047,Gayathri Verma,CE,4,38.13,27.17,48.0,16.57,35.88,84.36,1.1
1RV21CE4048,Girish Malhotra,CE,4,59.61,23.58,36.58,46.75,38.48,90.03,5.21
1RV21CE4049,Srinivas Kumar,CE,4,72.13,34.61,41.41,41.7,35.16,113.87,3.71
1RV21CE4050,Harish Saxena,CE,4,62.45,22.85,29.38,32.64,24.68,84.85,5.56
1RV21CE4051,Lakshmi Pillai,CE,4,60.44,21.28,32.38,35.6,20.06,72.93,3.94
1RV21CE4052,Aditya Chauhan,CE,4,65.64,35.17,44.39,5.0,35.81,118.8,3.98
1RV21CE4053,Arvind Menon,CE,4,99.5,36.52,17.1,39.2,39.63,137.25,2.57
1RV21CE4054,Keerthana Prasad,CE,4,78.24,22.53,36.9,32.8,50.0,56.67,4.07
1RV21CE4055,Rakesh Raju,CE,4,52.64,16.43,38.44,41.42,28.37,90.56,3.09
1RV21CE4056,Priya Mehra,CE,4,72.85,42.39,41.71,38.61,42.21,119.26,4.82
1RV21CE4057,Jagadish Deshpande,CE,4,63.65,35.29,27.0,37.36,42.21,104.06,0.75
1RV21CE4058,Vishal Mehra,CE,4,94.91,46.47,24.69,21.38,22.03,144.46,3.65
1RV21CE4059,Mohan Deshpande,CE,4,46.61,20.62,44.0,34.97,48.8,57.92,2.43
1RV21CE4060,Rashmita Singh,CE,4,63.76,23.23,27.27,21.87,47.78,70.36,3.29
1RV21CE4061,Ganesh Bansal,CE,4,47.56,26.7,33.42,6.01,41.89,102.67,2.73
1RV21CE4062,Jyothi Malhotra,CE,4,97.35,36.24,28.79,16.04,34.53,149.69,5.44
1RV21CE4063,Naveen Singh,CE,4,79.73,44.1,34.08,22.88,25.66,122.98,3.56
1RV21CE4064,Harish Kapoor,CE,4,91.71,32.8,33.32,28.87,35.48,131.97,4.73
1RV21CE4065,Shiva Prasad,CE,4,82.65,35.01,50.0,18.86,5.53,133.5,2.25
1RV21CE4066,Tejas Raju,CE,4,63.73,28.91,34.07,5.0,43.17,82.96,2.35
1RV21CE4067,Ajay Acharya,CE,4,79.32,36.35,19.42,44.13,48.43,131.05,3.11
1RV21CE4068,Harish Kulkarni,CE,4,93.36,41.57,8.71,26.12,26.38,155.2,2.03
1RV21CE4069,Vivek Joshi,CE,4,57.82,33.39,29.2,40.49,33.53,123.13,2.22
1RV21CE4070,Shiva Iyer,CE,4,64.91,30.58,26.17,19.94,29.4,106.22,6.7
1RV21CE4071,Ajay Yadav,CE,4,67.74,29.42,37.95,41.11,13.66,73.84,3.84
1RV21CE4072,Bhavya Raju,CE,4,62.36,29.03,41.91,32.43,36.79,97.8,4.34
1RV21CE4073,Nandini Patel,CE,4,38.17,24.08,37.37,19.31,33.95,100.96,1.86
1RV21CE4074,Mahesh Murthy,CE,4,81.6,40.47,17.55,47.53,34.21,137.14,6.09
1RV21CE4075,Chetan Dubey,CE,4,68.98,31.17,21.1,28.48,26.29,108.34,3.94
1RV21CE4076,Abhishek Shetty,CE,4,76.69,33.81,24.38,24.6,40.44,114.73,4.99
1RV21CE4077,Ishita Murthy,CE,4,54.63,21.13,50.0,32.91,32.52,99.22,0.41
1RV21CE4078,Ajay Kapoor,CE,4,80.55,30.88,39.09,11.37,32.82,116.56,3.08
1RV21CE4079,Rajesh Iyer,CE,4,73.31,37.34,42.41,28.77,40.64,145.3,2.01
1RV21CE4080,Anjali Kumar,CE,4,51.77,29.78,29.76,29.32,28.1,97.32,3.1
1RV21CE4081,Shiva Patil,CE,4,70.95,38.16,30.82,35.25,38.06,132.36,4.3
1RV21CE4082,Arvind Patel,CE,4,62.63,29.04,34.22,39.61,22.96,73.12,2.11
1RV21CE4083,Nikhil Kamath,CE,4,29.98,12.25,36.8,24.05,34.11,34.24,3.34
1RV21CE4084,Meera Bhat,CE,4,64.46,30.11,25.28,37.71,39.05,101.54,0.62
1RV21CE4085,Mahesh Malhotra,CE,4,83.31,33.3,50.0,30.19,33.11,99.68,5.62
1RV21CE4086,Amit Prasad,CE,4,73.77,33.07,33.36,32.27,35.98,129.76,0.89
1RV21CE4087,Uday Bhat,CE,4,51.72,25.65,27.09,12.15,38.45,100.76,8.45
1RV21CE4088,Vikram Sharma,CE,4,84.47,33.86,42.94,10.61,32.95,96.45,2.6
1RV21CE4089,Sagar Tiwari,CE,4,99.5,37.43,22.71,40.92,29.04,111.1,3.52
1RV21CE4090,Arvind Shetty,CE,4,49.09,16.12,30.77,31.53,26.23,51.07,2.49
1RV21CE4091,Sachin Joshi,CE,4,56.29,21.93,24.12,36.48,29.64,87.81,5.42
1RV21CE4092,Suresh Swamy,CE,4,72.94,38.55,17.75,28.92,18.98,118.26,4.78
1RV21CE4093,Rohan Gupta,CE,4,82.3,32.2,18.26,39.28,27.79,122.11,6.61
1RV21CE4094,Bhavya Hegde,CE,4,99.5,50.0,17.36,27.98,34.85,146.23,3.89
1RV21CE4095,Chetan Gowda,CE,4,57.26,22.79,19.65,28.01,48.6,68.76,1.84
1RV21CE4096,Kavya Patel,CE,4,73.16,34.79,28.16,35.17,31.75,111.6,2.12
1RV21CE4097,Arjun Chauhan,CE,4,75.27,39.48,41.05,30.69,35.0,109.23,2.44
1RV21CE4098,Rahul Dubey,CE,4,60.79,16.59,20.37,29.63,22.42,48.52,3.27
1RV21CE4099,Shiva Kapoor,CE,4,15.0,10.44,41.65,45.86,25.13,51.68,3.2
1RV21CE4100,Suresh Hegde,CE,4,45.61,22.27,24.41,22.44,27.16,73.74,4.03
1RV21ISE1001,Vivek Kulkarni,ISE,1,80.54,46.51,16.75,41.18,40.56,166.73,3.37
1RV21ISE1002,Aarav Gowda,ISE,1,99.5,46.68,35.36,28.24,18.33,169.49,7.42
1RV21ISE1003,Tanmay Mishra,ISE,1,92.05,49.09,36.46,21.67,32.8,149.08,0.2
1RV21ISE1004,Uday Mehra,ISE,1,81.26,27.11,26.62,30.23,21.3,108.94,4.43
